timestamp,detected_object,confidence_level,spray_status
"10/22/2025, 11:09:54 AM",healthy crops,73.1,off
"10/22/2025, 11:23:12 AM","stressed crops:77.9%,stressed crops:58.4%,dead crops:54.5%",77.9,off
"10/22/2025, 11:23:14 AM","stressed crops:85.7%,stressed crops:84.0%",85.7,off
"10/22/2025, 11:23:18 AM","stressed crops:88.5%,stressed crops:86.9%",88.5,off
"10/22/2025, 11:23:20 AM",stressed crops:85.1%,85.1,off
"10/22/2025, 11:23:22 AM","stressed crops:87.0%,stressed crops:75.9%",87,off
"10/22/2025, 11:23:25 AM","stressed crops:86.4%,stressed crops:68.8%",86.4,off
"10/22/2025, 11:23:27 AM",stressed crops:81.2%,81.2,off
"10/22/2025, 11:23:30 AM","stressed crops:82.1%,stressed crops:68.8%",82.1,off
"10/22/2025, 11:23:32 AM","stressed crops:81.6%,stressed crops:80.8%",81.6,off
"10/22/2025, 11:23:35 AM",stressed crops:77.1%,77.1,off
"10/22/2025, 11:23:37 AM","stressed crops:82.3%,stressed crops:65.7%",82.3,off
"10/22/2025, 11:23:40 AM","stressed crops:80.2%,stressed crops:52.5%",80.2,off
"10/22/2025, 11:23:43 AM","stressed crops:73.7%,stressed crops:65.4%,stressed crops:59.1%",73.7,off
"10/22/2025, 11:23:45 AM","stressed crops:72.5%,stressed crops:54.1%",72.5,off
"10/22/2025, 11:23:47 AM","stressed crops:65.2%,stressed crops:54.2%",65.2,off
"10/22/2025, 11:23:49 AM","stressed crops:73.1%,stressed crops:71.2%,stressed crops:59.9%",73.1,off
"10/22/2025, 11:23:53 AM","stressed crops:79.4%,stressed crops:67.8%,stressed crops:56.6%",79.4,off
"10/22/2025, 11:23:55 AM","stressed crops:78.5%,stressed crops:77.7%,stressed crops:77.5%",78.5,off
"10/22/2025, 11:24:45 AM",stressed crops:56.0%,56,off
"10/22/2025, 11:24:47 AM",stressed crops:65.7%,65.7,off
"10/22/2025, 11:24:50 AM",stressed crops:63.8%,63.8,off
"10/22/2025, 11:24:52 AM",stressed crops:64.0%,64,off
"10/22/2025, 11:24:54 AM",stressed crops:66.5%,66.5,off
"10/22/2025, 11:26:16 AM",stressed crops:57.5%,57.5,off
"10/22/2025, 11:26:29 AM",healthy crops:74.4%,74.4,off
"10/22/2025, 11:32:52 AM",healthy crops:60.1%,60.1,off
"10/22/2025, 11:33:04 AM",stressed crops:52.5%,52.5,off
"10/22/2025, 11:33:09 AM",stressed crops:54.3%,54.3,off
"10/22/2025, 11:33:12 AM",stressed crops:63.4%,63.4,off
"10/22/2025, 11:33:14 AM",stressed crops:55.8%,55.8,off
"10/22/2025, 11:33:24 AM",stressed crops:57.8%,57.8,off
"10/22/2025, 11:33:27 AM",stressed crops:77.5%,77.5,off
"10/22/2025, 11:33:33 AM",stressed crops:71.2%,71.2,off
"10/22/2025, 11:44:41 AM",healthy crops,64.3,off
"10/22/2025, 11:44:41 AM",healthy crops,61.3,off
"10/22/2025, 11:44:43 AM",healthy crops,52,off
"10/22/2025, 11:44:48 AM",healthy crops,72.3,off
"10/22/2025, 11:44:59 AM",healthy crops,59.2,off
"10/22/2025, 11:45:48 AM",healthy crops,50.8,off
"10/22/2025, 11:45:53 AM",stressed crops,58.5,off
"10/22/2025, 11:45:56 AM",stressed crops,61,off
"10/22/2025, 11:45:58 AM",stressed crops,52.9,off
"10/22/2025, 11:45:58 AM",stressed crops,52.6,off
"10/22/2025, 11:46:02 AM",stressed crops,58,off
"10/22/2025, 11:46:03 AM",stressed crops,56.9,off
"10/22/2025, 11:52:26 AM",healthy crops,53.5,off
"10/22/2025, 11:52:26 AM",healthy crops,50.6,off
"10/22/2025, 11:52:28 AM",stressed crops,50.2,off
"10/22/2025, 11:52:30 AM",healthy crops,54.8,off
"10/22/2025, 11:52:36 AM",stressed crops,70.5,off
"10/22/2025, 11:52:36 AM",healthy crops,52.7,off
"10/22/2025, 11:52:43 AM",stressed crops,66.4,off
"10/22/2025, 11:52:43 AM",stressed crops,52.6,off
"10/22/2025, 11:52:45 AM",stressed crops,55,off
"10/22/2025, 11:52:48 AM",stressed crops,63.9,off
"10/22/2025, 11:52:48 AM",stressed crops,63.2,off
"10/22/2025, 11:52:48 AM",stressed crops,62,off
"10/22/2025, 11:52:48 AM",stressed crops,56.1,off
"10/22/2025, 11:52:48 AM",stressed crops,53.7,off
"10/22/2025, 11:52:50 AM",stressed crops,75.6,off
"10/22/2025, 11:52:50 AM",stressed crops,62,off
"10/22/2025, 11:52:50 AM",stressed crops,53.8,off
"10/22/2025, 11:52:50 AM",stressed crops,50.5,off
"10/22/2025, 11:52:54 AM",stressed crops,68,off
"10/22/2025, 11:52:54 AM",stressed crops,63.6,off
"10/22/2025, 11:52:54 AM",stressed crops,55.7,off
"10/22/2025, 11:52:54 AM",stressed crops,53.8,off
"10/22/2025, 11:52:54 AM",stressed crops,53.1,off
"10/22/2025, 11:52:56 AM",stressed crops,71,off
"10/22/2025, 11:52:56 AM",stressed crops,62.6,off
"10/22/2025, 11:52:56 AM",stressed crops,54.5,off
"10/22/2025, 11:52:59 AM",stressed crops,58.8,off
"10/22/2025, 11:52:59 AM",stressed crops,56.4,off
"10/22/2025, 11:52:59 AM",stressed crops,54.3,off
"10/22/2025, 11:52:59 AM",stressed crops,53.8,off
"10/22/2025, 11:52:59 AM",healthy crops,53.7,off
"10/22/2025, 11:53:01 AM",stressed crops,75.1,off
"10/22/2025, 11:53:01 AM",stressed crops,72.7,off
"10/22/2025, 11:53:01 AM",stressed crops,63.9,off
"10/22/2025, 11:53:01 AM",stressed crops,54.5,off
"10/22/2025, 11:53:01 AM",stressed crops,51.8,off
"10/22/2025, 11:53:04 AM",stressed crops,67.3,off
"10/22/2025, 11:53:04 AM",stressed crops,61.7,off
"10/22/2025, 11:53:04 AM",stressed crops,59.9,off
"10/22/2025, 11:53:04 AM",stressed crops,59.5,off
"10/22/2025, 11:53:06 AM",stressed crops,50.6,off
"10/22/2025, 11:53:10 AM",stressed crops,58.6,off
"10/22/2025, 11:53:13 AM",healthy crops,68.8,off
"10/22/2025, 11:53:17 AM",stressed crops,80.1,off
"10/22/2025, 11:53:18 AM",stressed crops,53,off
"10/22/2025, 11:53:24 AM",stressed crops,74,off
"10/22/2025, 11:53:28 AM",stressed crops,78.2,off
"10/22/2025, 11:53:31 AM",stressed crops,75.7,off
"10/22/2025, 11:53:33 AM",stressed crops,71.3,off
"10/22/2025, 11:53:38 AM",stressed crops,70.4,off
"10/22/2025, 11:53:42 AM",stressed crops,70.9,off
"10/22/2025, 11:53:46 AM",stressed crops,62.2,off
"10/22/2025, 11:53:48 AM",healthy crops,52.2,off
"10/22/2025, 11:53:53 AM",stressed crops,65.3,off
"10/22/2025, 11:54:00 AM",stressed crops,71.6,off
"10/22/2025, 11:54:00 AM",stressed crops,58.2,off
"10/22/2025, 11:54:08 AM",stressed crops,76.6,off
"10/22/2025, 11:54:13 AM",stressed crops,79.2,off
"10/22/2025, 11:54:16 AM",stressed crops,72.7,off
"10/22/2025, 11:54:26 AM",stressed crops,75.2,off
"10/22/2025, 11:54:34 AM",stressed crops,76.1,off
"10/22/2025, 11:54:36 AM",stressed crops,80.7,off
"10/22/2025, 11:54:42 AM",stressed crops,83.2,off
"10/22/2025, 11:54:42 AM",stressed crops,50.6,off
"10/22/2025, 11:54:46 AM",stressed crops,82.2,off
"10/22/2025, 12:24:19 PM",snail-infested crops,52.8,off
"10/22/2025, 12:27:33 PM",healthy crops,69.2,off
"10/22/2025, 12:27:33 PM",stressed crops,57.7,off
"10/22/2025, 12:27:39 PM",stressed crops,85.5,off
"10/22/2025, 12:27:41 PM",stressed crops,89.5,off
"10/22/2025, 12:27:44 PM",stressed crops,94.1,off
"10/22/2025, 12:27:47 PM",stressed crops,78.2,off
"10/22/2025, 12:27:48 PM",stressed crops,77,off
"10/22/2025, 12:27:51 PM",stressed crops,79.8,off
"10/22/2025, 12:27:56 PM",stressed crops,66.1,off
"10/22/2025, 12:27:56 PM",stressed crops,58.6,off
"10/22/2025, 12:28:00 PM",stressed crops,52,off
"10/22/2025, 12:28:06 PM",healthy crops,61.6,off
"10/22/2025, 12:28:08 PM",stressed crops,58.3,off
"10/22/2025, 12:28:08 PM",healthy crops,53.7,off
"10/22/2025, 12:28:18 PM",stressed crops,63.9,off
"10/22/2025, 12:28:23 PM",stressed crops,67,off
"10/22/2025, 12:28:28 PM",healthy crops,65.2,off
"10/22/2025, 12:28:33 PM",healthy crops,50.6,off
"10/22/2025, 12:28:37 PM",healthy crops,67.4,off
"10/22/2025, 12:28:56 PM",stressed crops,54.5,off
"10/22/2025, 12:29:00 PM",healthy crops,57.7,off
"10/22/2025, 12:29:03 PM",stressed crops,61.4,off
"10/22/2025, 12:29:24 PM",stressed crops,75.7,off
"10/22/2025, 12:29:24 PM",healthy crops,63.4,off
"10/22/2025, 12:29:26 PM",healthy crops,78.8,off
"10/22/2025, 12:29:30 PM",stressed crops,77.9,off
"10/22/2025, 12:29:31 PM",stressed crops,78.9,off
"10/22/2025, 12:29:35 PM",stressed crops,76.3,off
"10/22/2025, 12:29:41 PM",stressed crops,77.8,off
"10/22/2025, 12:29:41 PM",healthy crops,59.5,off
"10/22/2025, 12:29:48 PM",stressed crops,64.5,off
"10/22/2025, 12:29:50 PM",stressed crops,88.1,off
"10/22/2025, 12:29:53 PM",stressed crops,81.1,off
"10/22/2025, 12:29:57 PM",stressed crops,60.3,off
"10/22/2025, 12:30:01 PM",stressed crops,70.8,off
"10/22/2025, 12:30:03 PM",stressed crops,75,off
"10/22/2025, 12:30:08 PM",stressed crops,71.7,off
"10/22/2025, 12:30:12 PM",stressed crops,67.4,off
"10/22/2025, 12:30:12 PM",stressed crops,66,off
"10/22/2025, 12:30:13 PM",stressed crops,79.7,off
"10/22/2025, 12:30:16 PM",stressed crops,85.8,off
"10/22/2025, 12:30:18 PM",stressed crops,73.4,off
"10/22/2025, 12:30:20 PM",stressed crops,78.2,off
"10/22/2025, 12:30:28 PM",stressed crops,70.5,off
"10/22/2025, 12:30:30 PM",stressed crops,64.4,off
"10/22/2025, 12:30:33 PM",stressed crops,76.5,off
"10/22/2025, 12:30:40 PM",stressed crops,78.9,off
"10/22/2025, 12:30:41 PM",stressed crops,83.4,off
"10/22/2025, 12:30:48 PM",stressed crops,66.2,off
"10/22/2025, 12:30:51 PM",stressed crops,53.5,off
"10/22/2025, 12:30:53 PM",stressed crops,75.8,off
"10/22/2025, 12:30:58 PM",stressed crops,59.1,off
"10/22/2025, 12:31:06 PM",stressed crops,61.1,off
"10/22/2025, 12:31:11 PM",healthy crops,50.5,off
"10/22/2025, 12:31:24 PM",healthy crops,87.6,off
"10/22/2025, 12:31:25 PM",healthy crops,81,off
"10/22/2025, 12:31:34 PM",healthy crops,57.6,off
"10/22/2025, 12:31:36 PM",healthy crops,59.7,off
"10/22/2025, 12:31:38 PM",healthy crops,79.9,off
"10/22/2025, 12:31:38 PM",healthy crops,59.5,off
"10/22/2025, 12:31:41 PM",healthy crops,64.9,off
"10/22/2025, 12:31:43 PM",healthy crops,67.7,off
"10/22/2025, 12:31:46 PM",healthy crops,54.5,off
"10/22/2025, 12:31:48 PM",healthy crops,57.8,off
"10/22/2025, 4:00:01 PM",dead crops,56.3,off
"10/22/2025, 4:00:32 PM",stressed crops,79,off
"10/22/2025, 4:00:34 PM",stressed crops,84.4,off
"10/22/2025, 4:00:57 PM",snail-infested crops,85.1,off
"10/22/2025, 4:01:04 PM",snail-infested crops,68.1,off
"10/24/2025, 9:01:41 AM",stressed crops,88.4,off
"10/24/2025, 9:01:42 AM",stressed crops,89.5,off
"10/24/2025, 9:01:47 AM",stressed crops,91.2,off
"10/24/2025, 9:01:50 AM",stressed crops,84.8,off
"10/24/2025, 9:01:52 AM",stressed crops,88.2,off
"10/24/2025, 9:01:54 AM",stressed crops,89.3,off
"10/24/2025, 9:01:57 AM",stressed crops,89.2,off
"10/24/2025, 9:01:59 AM",stressed crops,76.6,off
"10/24/2025, 9:02:02 AM",stressed crops,77.8,off
"10/24/2025, 9:02:08 AM",snail-infested crops,65.6,off
"10/24/2025, 9:02:10 AM",dead crops,80.9,off
"10/24/2025, 9:02:15 AM",stressed crops,56.4,off
"10/24/2025, 9:02:17 AM",stressed crops,81.5,off
"10/24/2025, 9:02:19 AM",stressed crops,79.6,off
"10/24/2025, 9:02:22 AM",stressed crops,88.6,off
"10/24/2025, 9:02:24 AM",stressed crops,87,off
"10/24/2025, 9:02:27 AM",stressed crops,88.5,off
"10/24/2025, 9:02:30 AM",stressed crops,85.3,off
"10/24/2025, 9:02:33 AM",stressed crops,93.3,off
"10/24/2025, 9:02:34 AM",stressed crops,83.2,off
"10/24/2025, 9:02:38 AM",stressed crops,89.5,off
"10/24/2025, 9:02:40 AM",stressed crops,72.4,off
"10/24/2025, 9:02:42 AM",stressed crops,69.6,off
"10/24/2025, 9:02:44 AM",stressed crops,60.7,off
"10/24/2025, 9:02:49 AM",stressed crops,60.9,off
"10/24/2025, 9:02:52 AM",stressed crops,93.2,off
"10/24/2025, 9:02:57 AM",stressed crops,59.4,off
"10/24/2025, 9:02:59 AM",stressed crops,92,off
"10/24/2025, 9:03:02 AM",stressed crops,93.5,off
"10/24/2025, 9:03:04 AM",stressed crops,89.3,off
"10/24/2025, 9:03:07 AM",stressed crops,91.5,off
"10/24/2025, 9:03:09 AM",stressed crops,86,off
"10/24/2025, 9:03:12 AM",stressed crops,87.9,off
"10/24/2025, 9:03:14 AM",stressed crops,51,off
"10/24/2025, 9:03:32 AM",stressed crops,91.1,off
"10/24/2025, 9:03:35 AM",stressed crops,88.8,off
"10/24/2025, 9:03:38 AM",stressed crops,50.4,off
"10/24/2025, 9:03:40 AM",stressed crops,77.3,off
"10/24/2025, 9:03:42 AM",stressed crops,69.4,off
"10/24/2025, 9:03:44 AM",stressed crops,57.2,off
"10/24/2025, 9:03:48 AM",stressed crops,73.4,off
"10/24/2025, 9:03:50 AM",stressed crops,72.3,off
"10/24/2025, 9:03:53 AM",stressed crops,71.4,off
"10/24/2025, 9:04:00 AM",stressed crops,92,off
"10/24/2025, 9:04:05 AM",stressed crops,91.8,off
"10/24/2025, 9:04:08 AM",stressed crops,89.7,off
"10/24/2025, 9:04:11 AM",stressed crops,84.2,off
"10/24/2025, 9:04:16 AM",stressed crops,89.2,off
"10/24/2025, 9:04:19 AM",stressed crops,88.8,off
"10/24/2025, 9:04:24 AM",stressed crops,88.9,off
"10/24/2025, 9:04:30 AM",stressed crops,75.8,off
"10/24/2025, 9:06:40 AM",stressed crops,91.8,off
"10/24/2025, 9:06:43 AM",stressed crops,93.1,off
"10/24/2025, 9:06:45 AM",stressed crops,86.2,off
"10/24/2025, 9:06:51 AM",stressed crops,89,off
"10/24/2025, 9:06:52 AM",stressed crops,90.3,off
"10/24/2025, 9:06:58 AM",stressed crops,92.1,off
"10/24/2025, 9:07:01 AM",stressed crops,82.7,off
"10/24/2025, 9:07:03 AM",stressed crops,84.4,off
"10/24/2025, 9:07:05 AM",stressed crops,87.1,off
"10/24/2025, 9:07:10 AM",stressed crops,67.5,off
"10/24/2025, 9:07:15 AM",stressed crops,54.3,off
"10/27/2025, 12:08:09 PM",snail-infested crops,52.6,off
"10/27/2025, 12:08:12 PM",snail-infested crops,57.4,off
"10/27/2025, 12:08:24 PM",snail-infested crops,50.9,off
"10/27/2025, 12:08:27 PM",snail-infested crops,52.7,off
"10/27/2025, 12:08:31 PM",snail-infested crops,50.2,off
"10/27/2025, 12:08:42 PM",snail-infested crops,70.6,off
"10/27/2025, 12:08:45 PM",snail-infested crops,55.2,off
"10/27/2025, 12:08:50 PM",stressed crops,86.6,off
"10/27/2025, 12:08:52 PM",stressed crops,72.9,off
"10/27/2025, 12:08:55 PM",stressed crops,83.5,off
"10/27/2025, 12:08:57 PM",stressed crops,88.6,off
"10/27/2025, 12:09:00 PM",stressed crops,85.3,off
"10/27/2025, 12:09:02 PM",stressed crops,89.7,off
"10/27/2025, 12:09:05 PM",stressed crops,89,off
"10/27/2025, 12:09:07 PM",stressed crops,89,off
"10/27/2025, 12:09:10 PM",stressed crops,86.6,off
"10/27/2025, 12:09:12 PM",stressed crops,86.6,off
"10/27/2025, 12:09:15 PM",stressed crops,81.4,off
"10/27/2025, 12:09:17 PM",stressed crops,83.9,off
"10/27/2025, 12:09:20 PM",stressed crops,83.9,off
"10/27/2025, 12:09:22 PM",stressed crops,83.9,off
"10/27/2025, 12:09:25 PM",stressed crops,86.6,off
"10/27/2025, 12:09:27 PM",stressed crops,86.6,off
"10/27/2025, 12:09:30 PM",stressed crops,86.6,off
"10/27/2025, 12:09:32 PM",stressed crops,86.6,off
"10/27/2025, 12:09:35 PM",stressed crops,86.6,off
"10/27/2025, 12:09:47 PM",snail-infested crops,50.8,off
"10/27/2025, 12:09:50 PM",snail-infested crops,50.8,off
"10/27/2025, 12:09:52 PM",snail-infested crops,50.8,off
"10/27/2025, 12:09:55 PM",snail-infested crops,50.8,off
"10/27/2025, 12:10:43 PM",snail-infested crops,58.1,off
"10/27/2025, 12:15:00 PM",snail-infested crops,86.8,off
"10/27/2025, 12:15:02 PM",snail-infested crops,84.2,off
"10/27/2025, 12:15:05 PM",snail-infested crops,84.2,off
"10/27/2025, 12:15:07 PM",snail-infested crops,84.2,off
"10/27/2025, 12:15:11 PM",snail-infested crops,84.2,off
"10/27/2025, 12:15:13 PM",snail-infested crops,84.2,off
"10/27/2025, 12:15:14 PM",snail-infested crops,84.2,off
"10/27/2025, 12:15:17 PM",snail-infested crops,84.2,off
"10/27/2025, 12:15:19 PM",snail-infested crops,84.2,off
"10/27/2025, 12:15:22 PM",snail-infested crops,84.2,off
"10/27/2025, 12:15:25 PM",snail-infested crops,84.2,off
"10/27/2025, 12:15:34 PM",snail-infested crops,87.4,off
"10/27/2025, 12:15:36 PM",snail-infested crops,87.9,off
"10/27/2025, 12:15:39 PM",snail-infested crops,89.2,off
"10/27/2025, 12:15:41 PM",snail-infested crops,89.2,off
"10/27/2025, 12:15:44 PM",snail-infested crops,89.2,off
"10/27/2025, 12:15:46 PM",snail-infested crops,89.2,off
"10/27/2025, 12:15:49 PM",snail-infested crops,89.2,off
"10/27/2025, 12:15:51 PM",snail-infested crops,89.2,off
"10/27/2025, 12:15:54 PM",snail-infested crops,89.2,off
"10/27/2025, 12:15:57 PM",snail-infested crops,89.2,off
"10/27/2025, 12:15:59 PM",snail-infested crops,89.2,off
"10/27/2025, 12:16:03 PM",snail-infested crops,89.2,off
"10/27/2025, 12:16:05 PM",snail-infested crops,89.2,off
"10/27/2025, 12:16:08 PM",snail-infested crops,89.2,off
"10/27/2025, 12:16:10 PM",snail-infested crops,89.2,off
"10/27/2025, 12:18:57 PM",snail-infested crops,91.3,off
"10/27/2025, 12:19:00 PM",snail-infested crops,91.8,off
"10/27/2025, 12:19:02 PM",snail-infested crops,88,off
"10/27/2025, 12:19:05 PM",snail-infested crops,90,off
"10/27/2025, 12:19:08 PM",snail-infested crops,90,off
"10/27/2025, 12:19:10 PM",snail-infested crops,90,off
"10/27/2025, 12:19:12 PM",snail-infested crops,75,off
"10/27/2025, 12:19:15 PM",snail-infested crops,75,off
"10/27/2025, 12:19:25 PM",snail-infested crops,87.1,off
"10/27/2025, 12:19:25 PM",snail-infested crops,60.2,off
"10/27/2025, 12:19:27 PM",snail-infested crops,84.5,off
"10/27/2025, 12:19:30 PM",snail-infested crops,84.5,off
"10/27/2025, 12:19:32 PM",snail-infested crops,84.5,off
"10/27/2025, 12:19:35 PM",snail-infested crops,84.5,off
"10/27/2025, 12:19:37 PM",snail-infested crops,84.5,off
"10/27/2025, 12:19:40 PM",snail-infested crops,86.7,off
"10/27/2025, 12:19:40 PM",snail-infested crops,67.6,off
"10/27/2025, 12:19:43 PM",snail-infested crops,89.5,off
"10/27/2025, 12:19:43 PM",snail-infested crops,67.6,off
"10/27/2025, 12:19:45 PM",snail-infested crops,89.5,off
"10/27/2025, 12:19:45 PM",snail-infested crops,67.6,off
"10/27/2025, 12:19:48 PM",snail-infested crops,77.5,off
"10/27/2025, 12:19:53 PM",snail-infested crops,80.4,off
"10/27/2025, 12:19:55 PM",snail-infested crops,80.4,off
"10/27/2025, 12:19:50 PM",snail-infested crops,77.6,off
"10/27/2025, 12:19:59 PM",snail-infested crops,80.4,off
"10/27/2025, 12:20:01 PM",snail-infested crops,80.4,off
"10/27/2025, 12:20:04 PM",snail-infested crops,80.4,off
"10/27/2025, 12:20:06 PM",snail-infested crops,82.3,off
"10/27/2025, 12:20:09 PM",snail-infested crops,82.3,off
"10/27/2025, 12:20:11 PM",snail-infested crops,82.3,off
"10/27/2025, 12:20:14 PM",snail-infested crops,79.8,off
"11/10/2025, 19:09:59",snail-infested crops,61,off
"11/10/2025, 19:10:13",snail-infested crops,66.4,off
"11/10/2025, 19:10:50",snail-infested crops,68.9,off
"11/10/2025, 19:10:50",snail-infested crops,60.2,off
"11/10/2025, 19:10:53",snail-infested crops,66.1,off
"11/10/2025, 19:10:55",snail-infested crops,59.7,off
"11/10/2025, 19:10:58",snail-infested crops,81.4,off
"11/10/2025, 19:10:58",snail-infested crops,53.1,off
"11/10/2025, 19:11:05",snail-infested crops,65.6,off
"11/10/2025, 19:11:08",snail-infested crops,51.2,off
"11/10/2025, 19:11:15",snail-infested crops,69.2,off
"11/10/2025, 19:11:18",snail-infested crops,55.8,off
"11/10/2025, 19:11:28",snail-infested crops,63.9,off
"11/10/2025, 19:11:30",snail-infested crops,85,off
"11/10/2025, 19:11:33",snail-infested crops,87.1,off
"11/10/2025, 19:12:40",snail-infested crops,89.3,off
"11/10/2025, 19:13:30",snail-infested crops,58.7,off
"11/10/2025, 19:13:50",snail-infested crops,73.9,off
"11/10/2025, 19:14:13",dead crops,52.9,off
"11/10/2025, 19:17:18",snail-infested crops,89.8,off
"11/10/2025, 19:17:21",snail-infested crops,71.2,off
"11/10/2025, 19:17:23",snail-infested crops,78.3,off
"11/10/2025, 19:17:28",snail-infested crops,87.4,off
"11/10/2025, 19:18:25",snail-infested crops,83.9,off
"11/13/2025, 6:18:36 PM",dead crops,55.9,off
"11/13/2025, 6:18:43 PM",snail-infested crops,88,off
"11/13/2025, 6:18:46 PM",snail-infested crops,88,off
"11/13/2025, 6:18:48 PM",snail-infested crops,77,off
"11/13/2025, 6:18:51 PM",snail-infested crops,76.9,off
"11/13/2025, 6:18:53 PM",snail-infested crops,84.4,off
"11/13/2025, 6:18:56 PM",snail-infested crops,63.3,off
"11/13/2025, 6:18:58 PM",snail-infested crops,62.5,off
"11/13/2025, 6:19:01 PM",snail-infested crops,86.9,off
"11/13/2025, 6:19:13 PM",snail-infested crops,59.3,off
"11/13/2025, 6:19:16 PM",snail-infested crops,53,off
"11/13/2025, 6:19:18 PM",snail-infested crops,57.2,off
"11/13/2025, 6:19:21 PM",snail-infested crops,60.1,off
"11/13/2025, 6:19:23 PM",snail-infested crops,74.1,off
"11/13/2025, 6:19:26 PM",snail-infested crops,74.1,off
"11/13/2025, 6:19:28 PM",snail-infested crops,74.6,off
"11/13/2025, 6:19:31 PM",snail-infested crops,81.4,off
"11/13/2025, 6:19:33 PM",snail-infested crops,66.3,off
"11/13/2025, 6:19:36 PM",snail-infested crops,84,off
"11/13/2025, 6:19:39 PM",snail-infested crops,83.2,off
"11/13/2025, 6:19:42 PM",snail-infested crops,74.3,off
"11/13/2025, 6:19:44 PM",snail-infested crops,78.4,off
"11/13/2025, 6:19:48 PM",snail-infested crops,81.5,off
"11/13/2025, 6:19:50 PM",snail-infested crops,83.5,off
"11/13/2025, 6:19:52 PM",snail-infested crops,83.5,off
"11/13/2025, 6:19:54 PM",snail-infested crops,86,off
"11/13/2025, 6:19:57 PM",snail-infested crops,80.4,off
"11/13/2025, 6:19:59 PM",snail-infested crops,67.9,off
"11/13/2025, 6:20:04 PM",snail-infested crops,50.6,off
"11/13/2025, 6:20:07 PM",snail-infested crops,86.5,off
"11/13/2025, 6:20:09 PM",snail-infested crops,52.1,off
"11/13/2025, 6:20:12 PM",snail-infested crops,52.4,off
"11/13/2025, 6:20:14 PM",snail-infested crops,59.8,off
"11/13/2025, 6:20:17 PM",snail-infested crops,73.5,off
"11/13/2025, 6:20:19 PM",snail-infested crops,64.9,off
"11/13/2025, 6:20:22 PM",snail-infested crops,69.6,off
"11/13/2025, 6:20:24 PM",snail-infested crops,72.2,off
"11/13/2025, 6:20:27 PM",snail-infested crops,79.7,off
"11/13/2025, 6:21:14 PM",snail-infested crops,64.4,off
"11/13/2025, 6:22:14 PM",snail-infested crops,62.7,off
"11/13/2025, 6:22:58 PM",snail-infested crops,70.2,off
"11/13/2025, 6:23:01 PM",snail-infested crops,84.1,off
"11/13/2025, 6:23:03 PM",snail-infested crops,71.2,off
"11/13/2025, 6:23:06 PM",snail-infested crops,87.3,off
"11/13/2025, 6:23:08 PM",snail-infested crops,79,off
"11/13/2025, 6:23:11 PM",snail-infested crops,66.9,off
"11/13/2025, 6:23:13 PM",snail-infested crops,68.8,off
"11/13/2025, 6:23:16 PM",snail-infested crops,76.9,off
"11/13/2025, 6:23:19 PM",snail-infested crops,73.4,off
"11/13/2025, 6:23:22 PM",snail-infested crops,81.5,off
"11/13/2025, 6:23:24 PM",snail-infested crops,87.1,off
"11/13/2025, 6:23:28 PM",snail-infested crops,58.7,off
"11/13/2025, 6:23:29 PM",snail-infested crops,67.7,off
"11/13/2025, 6:23:32 PM",snail-infested crops,69.9,off
"11/13/2025, 6:23:34 PM",snail-infested crops,84,off
"11/13/2025, 6:23:37 PM",snail-infested crops,75.4,off
"11/13/2025, 6:23:39 PM",snail-infested crops,83.9,off
"11/13/2025, 6:23:42 PM",snail-infested crops,76.2,off
"11/13/2025, 6:23:44 PM",snail-infested crops,69.3,off
"11/13/2025, 6:23:47 PM",snail-infested crops,66.7,off
"11/13/2025, 6:23:49 PM",snail-infested crops,68.3,off
"11/13/2025, 6:23:54 PM",snail-infested crops,58.1,off
"11/13/2025, 6:23:57 PM",snail-infested crops,81,off
"11/13/2025, 6:23:59 PM",snail-infested crops,71.2,off
"11/13/2025, 6:24:02 PM",snail-infested crops,88,off
"11/13/2025, 6:24:04 PM",snail-infested crops,74.1,off
"11/13/2025, 6:24:07 PM",snail-infested crops,53.6,off
"11/13/2025, 6:24:14 PM",snail-infested crops,69.5,off
"11/13/2025, 6:25:14 PM",snail-infested crops,79.8,off
"11/13/2025, 6:26:14 PM",snail-infested crops,80.3,off
"11/13/2025, 6:27:15 PM",snail-infested crops,74.1,off
"11/13/2025, 6:28:16 PM",snail-infested crops,60.7,off
"11/13/2025, 6:29:17 PM",snail-infested crops,67.5,off
"11/13/2025, 6:29:50 PM",snail-infested crops,70,off
"11/13/2025, 6:29:52 PM",snail-infested crops,53,off
"11/13/2025, 6:30:06 PM",snail-infested crops,68.3,off
"11/13/2025, 6:30:16 PM",dead crops,64,off
"11/13/2025, 6:30:58 PM",snail-infested crops,71.2,off
"11/13/2025, 6:31:01 PM",snail-infested crops,71.5,off
"11/13/2025, 6:31:03 PM",snail-infested crops,80.4,off
"11/13/2025, 6:31:06 PM",snail-infested crops,74,off
"11/13/2025, 6:31:08 PM",snail-infested crops,68.2,off
"11/13/2025, 6:31:11 PM",snail-infested crops,51.1,off
"11/13/2025, 6:31:16 PM",snail-infested crops,67.4,off
"11/13/2025, 6:31:18 PM",snail-infested crops,64.7,off
"11/13/2025, 6:31:18 PM",dead crops,62.2,off
"11/13/2025, 6:31:18 PM",dead crops,52.9,off
"11/13/2025, 6:31:26 PM",snail-infested crops,95.8,off
"11/13/2025, 6:31:28 PM",snail-infested crops,96.1,off
"11/13/2025, 6:31:31 PM",snail-infested crops,96.6,off
